application_id,customer_id,application_date,product_type,acquisition_channel,device_os,customer_age,gender,city_tier,employment_type,monthly_income_inr,existing_emi_inr,credit_score,credit_history_months,kyc_status,requested_amount_inr,approved_amount_inr,tenure_months,interest_rate_pct,emi_amount_inr,application_status,disbursed_flag,disbursal_tat_hours,emis_paid,days_past_due,default_flag,fraud_flag,prev_loans_with_us,app_sessions_last_30d,customer_nps,rejection_reason
APP402665,FC00741,08-09-2024,Buy Now Pay Later,Partner Merchant,Android,29,Female,Tier 1,Self Employed,120277.0,306.0,712.0,30,Pending,8800.0,,6,21.32,,Rejected,0,,,,,0,0,11,4.0,KYC mismatch
APP404597,FC03348,2024-08-08,Buy Now Pay Later,Partner Merchant,Android,32,Male,Tier 2,Gig Worker,25919.0,4649.0,755.0,51,Verified,6400.0,,1,18.72,,Rejected,0,,,,,0,0,6,,Thin credit file
APP402995,FC04082,04/09/24,Small Business Loan,Mobile App,Android,28,Male,Tier 2,Gig Worker,22814.0,13162.0,568.0,50,Verified,600200.0,,18,26.87,,Rejected,0,,,,,0,0,3,,Thin credit file
APP402457,FC03615,09-05-2024,PERSONAL LOAN,DSA Agent,iOS,40,Female,Tier 2,Gig-Worker,19156.0,5227.0,834.0,33,Verified,201200.0,,24,17.69,,Under Review,0,,,,,0,0,10,6.0,
APP401359,FC05368,2024-08-18,Personal Loan,Website,Android,52,Male,Tier 3,Salaried,37351.0,2359.0,670.0,42,Verified,248600.0,214100.0,48,26.54,7284.0,Approved,1,1.5,26.0,0.0,0.0,0,0,6,3.0,
APP406923,FC04017,2024-08-16,Personal Loan,Partner Merchant,Android,26,Male,Tier 2,Salaried,41764.0,955.0,738.0,34,Verified,277400.0,277400.0,6,25.09,49675.0,Approved,0,,,,,0,0,5,,
APP406752,FC03541,2024-04-19,Two Wheeler Loan,DSA Agent,Android,36,Male,Tier 2,Self Employed,68587.0,7070.0,670.0,49,Verified,113100.0,,18,24.45,,Rejected,0,,,,,0,1,3,5.0,KYC mismatch
APP405710,FC02126,01-08-2024,Two Wheeler Loan,Partner Merchant,Not Captured,18,Male,Tier 3,Self Employed,49377.0,8654.0,897.0,64,VERIFIED,106700.0,91300.0,6,16.49,15957.0,Approved,1,6.3,6.0,0.0,0.0,0,1,1,10.0,
APP403147,FC01837,2024-07-27,Credit Line,Website,iOS,38,Female,Tier 1,Gig Worker,36612.0,8400.0,748.0,32,verified,150300.0,,36,21.18,,Rejected,0,,,,,0,1,5,7.0,Income below threshold
APP402270,FC03839,2024-07-26,Two Wheeler Loan,Mobile App,iOS,31,Male,Tier 2,Salaried,61401.0,8384.0,853.0,20,verified,98400.0,56300.0,12,15.23,5088.0,Approved,1,9.3,2.0,0.0,0.0,0,1,3,,
APP403887,FC00592,2023-10-10,Buy Now Pay Later,Mobile App,Android,31,Male,Tier 1,Self Employed,106141.0,8815.0,762.0,28,Verified,5400.0,5300.0,1,24.51,5408.0,Approved,1,8.4,1.0,0.0,0.0,0,1,10,,
APP405779,FC04293,2024-07-11,Two Wheeler Loan,Mobile App,Android,34,Male,Tier 1,Self Employed,127161.0,1645.0,667.0,25,Verified,67600.0,67600.0,6,23.54,12053.0,Approved,1,3.0,3.0,0.0,0.0,0,0,6,8.0,
APP405754,FC00578,2024-10-23,Small Business Loan,Website,Android,42,Male,Tier 2,Salaried,90590.0,1319.0,717.0,22,Verified,131900.0,112500.0,24,16.62,5542.0,Approved,1,6.5,10.0,0.0,0.0,0,1,16,10.0,
APP403882,FC05466,2024-01-15,personal loan,Mobile App,iOS,31,Male,Tier 1,Salaried,93242.0,803.0,618.0,60,Verified,124500.0,,48,25.25,,Rejected,0,,,,,0,0,9,10.0,KYC mismatch
APP402225,FC01831,07-05-2024,Two Wheeler Loan,Mobile App,Android,23,Male,Tier 1,Salaried,59446.0,8108.0,,56,Verified,113700.0,,6,25.0,,Under Review,0,,,,,0,2,6,4.0,
APP402032,FC02244,10-12-2023,Buy Now Pay Later,Referral,Android,5,Female,Tier 3,Salaried,80410.0,3695.0,755.0,12,Failed,9900.0,,6,18.33,,Under Review,0,,,,,0,0,8,6.0,
APP402154,FC02671,2024-10-09,Two Wheeler Loan,Partner Merchant,Not Captured,18,Male,Tier 2,SelfEmployed,58698.0,10302.0,,50,Verified,96400.0,,12,25.78,,Rejected,0,,,,,0,0,4,,KYC mismatch
APP403266,FC05421,2024-06-06,Credit Line,DSA Agent,Android,35,Male,Tier 2,Salaried,65776.0,2299.0,,35,Verified,302300.0,295400.0,24,19.5,14963.0,Approved,1,2.4,20.0,70.0,0.0,0,2,9,7.0,
APP404634,FC04832,2024-06-23,Personal Loan,Referral,Android,29,Male,Tier 2,Salaried,94492.0,1858.0,659.0,62,Verified,86000.0,,12,21.44,,Under Review,0,,,,,0,0,2,7.0,
APP401472,FC01858,2024-05-22,Personal Loan,Website,iOS,34,Female,Tier 3,Salaried,20173.0,3405.0,719.0,59,Pending,89800.0,89800.0,48,23.57,2906.0,Approved,1,12.6,11.0,0.0,0.0,0,0,9,8.0,
APP400076,FC05470,14/10/24,Personal Loan,Mobile App,Android,20,Female,Tier 2,Salaried ,55591.0,3503.0,788.0,71,Verified,47100.0,39000.0,36,17.45,1399.0,Approved,0,,,,,0,0,5,,
APP402147,FC01267,2024-11-22,Credit Line,DSA Agent,Android,24,Female,Tier 1,Gig Worker,24009.0,663.0,719.0,13,Verified,53600.0,42800.0,6,20.32,7562.0,Approved,1,12.3,5.0,0.0,0.0,0,1,8,5.0,
APP405206,FC02161,2024-06-11,Buy Now Pay Later,Mobile App,Android,38,Male,Tier 2,Gig Worker,38205.0,2249.0,820.0,59,Verified,1000.0,900.0,1,17.08,913.0,Approved,1,18.6,1.0,0.0,0.0,0,0,8,,
APP405855,FC05076,2024-09-23,BNPL,Mobile App,Android,30,Female,Tier 1,Gig Worker,10301.0,3497.0,696.0,15,verified,4600.0,4000.0,3,20.88,1380.0,Approved,1,10.5,1.0,1.0,0.0,0,0,4,,
APP400864,FC03408,2024-03-09,Small Business Loan,Referral,Android,29,Male,Tier 1,Salaried,,1305.0,,49,Verified,434800.0,,6,23.97,,Rejected,0,,,,,0,0,3,7.0,Income below threshold
APP403089,FC04452,2024-11-01,Personal Loan,Mobile App,iOS,33,Female,Tier 1,Salaried,48470.0,4234.0,794.0,16,Verified,50500.0,,18,19.37,,Under Review,0,,,,,0,1,8,6.0,
APP400112,FC01933,2024-05-05,Personal Loan,Partner Merchant,Android,32,Female,Tier 2,Self Employed,64835.0,14960.0,671.0,83,Verified,236200.0,,48,22.81,,Under Review,0,,,,,0,1,15,8.0,
APP405463,FC00009,29-11-2023,Small Business Loan,DSA Agent,Not Captured,21,Male,Tier 1,Salaried,75058.0,24496.0,700.0,30,VERIFIED,542500.0,506200.0,6,21.41,89713.0,Approved,0,,,,,0,1,9,,
APP406150,FC04199,2024-03-05,Two Wheeler Loan,Mobile App,Android,33,Male,Tier 2,Gig Worker,34325.0,336.0,670.0,43,Verified,83500.0,81800.0,24,23.31,4297.0,Approved,1,4.6,19.0,0.0,0.0,0,1,2,9.0,
APP404054,FC01903,2024-01-25,Credit Line,Partner Merchant,iOS,35,Male,Tier 1,Salaried ,52629.0,1638.0,685.0,14,Pending,157200.0,,12,23.45,,Under Review,0,,,,,0,0,7,7.0,
APP402617,FC01431,13-11-2024,personal loan,Website,Android,30,Female,Tier 3,Salaried,47042.0,1356.0,815.0,12,Verified,75000.0,57600.0,24,19.08,2906.0,Approved,1,16.8,22.0,0.0,0.0,0,0,14,7.0,
APP405836,FC03335,05-10-2024,Personal Loan,Partner Merchant,iOS,39,Female,Tier 1,Salaried,6132.0,1330.0,669.0,4,Verified,184500.0,,6,27.0,,Under Review,0,,,,,0,1,4,,
APP404310,FC01006,2023-09-19,Credit Line,Partner Merchant,Android,36,Male,Tier 2,Salaried,79081.0,272.0,584.0,30,Verified,1000.0,,48,26.93,,Under Review,0,,,,,0,0,5,10.0,
APP403786,FC01389,2023-09-05,Two Wheeler Loan,Partner Merchant,Android,47,Female,Tier 1,Salaried,68409.0,2971.0,715.0,38,Verified,77300.0,49100.0,24,20.65,2515.0,Approved,1,16.1,20.0,0.0,0.0,0,0,7,3.0,
APP402905,FC00955,2024-03-19,Buy Now Pay Later,Mobile App,Android,28,Male,Tier 1,salaried,83241.0,7095.0,791.0,57,Verified,11200.0,9500.0,1,16.9,9634.0,Approved,1,6.8,0.0,0.0,0.0,1,0,12,,
APP400099,FC02161,2024-06-21,Buy Now Pay Later,DSA Agent,Android,30,Male,Tier 1,Self Employed,58533.0,5431.0,752.0,49,Verified,1800.0,1100.0,6,21.69,195.0,Approved,1,14.0,2.0,0.0,0.0,0,0,4,,
APP405586,FC00910,23/07/24,Small Business Loan,DSA Agent,Android,30,Male,Tier 3,Salaried,38522.0,2300.0,663.0,12,Verified,512000.0,,6,24.09,,Under Review,0,,,,,0,0,3,8.0,
APP404638,FC03005,2024-11-03,Credit Line,Website,Android,36,Female,Tier 1,Self Employed,39055.0,13013.0,693.0,23,Pending,266800.0,191400.0,24,20.69,9806.0,Approved,1,16.4,10.0,17.0,0.0,0,0,6,10.0,
APP405885,FC05095,2023-11-19,Two Wheeler Loan,Partner Merchant,Android,47,Male,Tier 1,Salaried,42806.0,773.0,732.0,63,Verified,63200.0,36000.0,12,21.89,3367.0,Approved,0,,,,,0,0,9,,
APP404589,FC00543,2024-10-30,PERSONAL LOAN,Website,Android,40,Female,Tier 1,Salaried,61121.0,26625.0,871.0,27,Verified,136700.0,136700.0,18,15.85,8583.0,Approved,1,4.8,16.0,0.0,0.0,0,0,5,8.0,
APP404923,FC00287,2023-09-18,Buy Now Pay Later,Website,Not Captured,39,Female,Tier 3,Gig Worker,28970.0,9176.0,,111,Verified,3100.0,2200.0,3,22.65,761.0,Approved,1,9.4,3.0,0.0,0.0,0,0,5,,
APP405099,FC03894,2024-07-03,Two Wheeler Loan,Website,Android,36,Female,Tier 2,Salaried,,15286.0,768.0,58,Verified,85100.0,65700.0,36,23.57,2563.0,Approved,1,11.5,3.0,0.0,0.0,0,1,10,10.0,
APP401106,FC04305,2023-12-03,Credit Line,Mobile App,Android,37,Male,Tier 2,Salaried,66693.0,23023.0,650.0,36,Verified,393700.0,393700.0,24,23.74,20764.0,Approved,1,9.7,17.0,88.0,0.0,0,1,6,8.0,
APP405387,FC05723,2024-10-20,Buy Now Pay Later,Mobile App,Android,39,Female,Tier 1,Self Employed,5000.0,8137.0,687.0,23,Verified,10400.0,,3,25.38,,Rejected,0,,,,,0,2,10,,Low credit score
APP402764,FC02757,2024-09-10,Two Wheeler Loan,Partner Merchant,Not Captured,27,Female,Tier 2,Salaried,70715.0,6779.0,705.0,57,Verified,75200.0,,12,23.88,,Under Review,0,,,,,0,0,3,,
APP406921,FC00962,2024-05-06,Buy Now Pay Later,DSA Agent,Android,45,Male,Tier 3,Salaried,28960.0,10833.0,736.0,28,Verified,10500.0,,1,22.48,,Rejected,0,,,,,0,1,5,,Low credit score
APP400320,FC03433,2023-10-30,Two Wheeler Loan,Mobile App,Android,41,Female,Tier 2,Self Employed,40036.0,67.0,665.0,30,Verified,95500.0,,36,20.13,,Under Review,0,,,,,0,0,13,,
APP403137,FC02260,2024-11-13,Buy Now Pay Later,Mobile App,Android,31,Male,Tier 3,Student,14576.0,5752.0,683.0,19,Pending,3200.0,2400.0,6,24.93,430.0,Approved,1,9.9,5.0,21.0,0.0,0,0,3,,
APP405011,FC00832,2023-09-15,Two Wheeler Loan,Mobile App,iOS,39,Male,Tier 2,Salaried,45872.0,5628.0,713.0,53,Verified,68300.0,61400.0,6,21.58,10887.0,Approved,1,8.5,2.0,0.0,0.0,0,0,5,,
APP403942,FC00210,2024-10-26,Small Business Loan,Mobile App,iOS,180,Male,Tier 2,Salaried,34874.0,615.0,568.0,35,Verified,81800.0,,48,28.04,,Rejected,0,,,,,0,0,11,7.0,KYC mismatch
APP401273,FC04807,2024-10-13,Buy Now Pay Later,Website,Android,30,Female,Tier 2,Self Employed,,12107.0,862.0,28,Verified,5700.0,4500.0,3,15.85,1540.0,Approved,1,8.0,3.0,0.0,0.0,0,1,8,,
APP406599,FC04088,24/10/24,Credit Line,Partner Merchant,Android,43,Male,Tier 1,Salaried,70227.0,6570.0,662.0,14,Verified,69900.0,,36,22.35,,Under Review,0,,,,,0,0,6,,
APP401855,FC00122,2024-08-25,Personal Loan,Mobile App,iOS,32,Female,Tier 1,Salaried,,2948.0,510.0,71,Verified,183000.0,,24,31.94,,Rejected,0,,,,,0,0,6,6.0,Thin credit file
APP401338,FC01291,29/06/24,Small Business Loan,Partner Merchant,Android,30,Female,Tier 1,Salaried,45024.0,14869.0,861.0,12,Verified,231900.0,136900.0,24,16.2,6716.0,Approved,0,,,,,0,2,7,7.0,
APP402151,FC04676,2024-07-25,Small Business Loan,Mobile App,Android,30,Female,Tier 2,Student,7345.0,1146.0,714.0,44,Verified,270000.0,270000.0,36,18.99,9896.0,Approved,1,8.8,25.0,0.0,0.0,0,2,5,5.0,
APP405309,FC01767,2024-08-24,Buy Now Pay later,Mobile App,iOS,44,Female,Tier 2,Self Employed,90144.0,11708.0,669.0,32,Verified,6800.0,,1,19.51,,Under Review,0,,,,,0,1,8,,
APP405603,FC05037,2024-07-02,Buy Now Pay Later,Mobile App,Android,41,Male,Tier 2,Salaried,73180.0,18290.0,797.0,46,Verified,8900.0,8500.0,3,21.89,2937.0,Approved,1,5.5,3.0,0.0,0.0,0,1,10,7.0,
APP406762,FC01403,21-09-2023,Personal Loan,Partner Merchant,iOS,32,Male,Tier 2,gig worker,24284.0,6650.0,660.0,56,Verified,141100.0,,48,24.0,,Under Review,0,,,,,0,0,9,8.0,
APP402060,FC01930,2023-11-01,Personal Loan,Mobile App,Android,40,Female,Tier 1,Self Employed,,1466.0,,32,Verified,188000.0,161100.0,48,19.31,4843.0,Approved,1,9.9,13.0,0.0,0.0,0,2,5,,
APP400776,FC01619,2024-09-02,Credit Line,Partner Merchant,iOS,33,Male,Tier 2,Salaried,56824.0,201.0,661.0,20,Pending,347400.0,253000.0,48,22.5,8040.0,Approved,0,,,,,0,0,2,,
APP404921,FC03761,2024-03-23,personal loan,Mobile App,Android,47,Female,Tier 3,Gig Worker,36281.0,12939.0,662.0,8,VERIFIED,75900.0,,36,22.94,,Rejected,0,,,,,0,2,6,,Income below threshold
APP405495,FC01931,2024-01-13,Buy Now Pay Later,DSA Agent,Android,39,Male,Tier 1,Self Employed,5000.0,8830.0,733.0,19,Verified,5100.0,,6,20.6,,Rejected,0,,,,,0,1,4,7.0,Low credit score
APP406091,FC04465,07/06/24,Two Wheeler Loan,Mobile App,iOS,39,Female,Tier 1,Gig Worker,30499.0,11201.0,845.0,35,Verified,88900.0,60700.0,12,20.0,5623.0,Approved,1,41.5,5.0,0.0,0.0,0,2,5,,
APP402613,FC03081,2024-08-26,Buy Now Pay Later,Mobile App,Android,40,Female,Tier 2,Gig Worker,20888.0,15747.0,741.0,16,Verified,6000.0,,1,23.26,,Under Review,0,,,,,0,1,5,8.0,
APP400423,FC05327,2023-11-10,Personal Loan,Mobile App,iOS,42,Male,Tier 2,Self Employed,141410.0,4662.0,729.0,18,Verified,1000.0,,24,21.41,,Rejected,0,,,,,0,1,3,10.0,KYC mismatch
APP406173,FC05068,2024-09-21,Credit Line,Referral,iOS,33,Female,Tier 2,Self Employed,85565.0,7475.0,738.0,17,Verified,66600.0,44900.0,18,22.65,2965.0,Approved,1,3.7,4.0,0.0,0.0,0,0,4,,
APP404545,FC03396,2024-08-02,Personal Loan,Partner Merchant,Not Captured,31,Male,Tier 2,Self Employed,101532.0,10759.0,714.0,35,Verified,337500.0,297400.0,18,23.35,19743.0,Approved,0,,,,,0,0,12,9.0,
APP401011,FC03379,2024-09-20,Small Business Loan,Mobile App,Android,39,Male,Tier 2,Salaried,70618.0,4901.0,786.0,68,Verified,1000.0,2500.0,48,16.23,28.0,Approved,1,17.5,42.0,0.0,0.0,0,1,6,,
APP405057,FC01028,2024-05-04,Buy Now Pay Later,Website,Android,29,Male,Tier 1,Self Employed,117293.0,3567.0,687.0,33,Failed,3800.0,,3,23.44,,Under Review,0,,,,,0,0,7,,
APP405319,FC02913,2024-07-23,Small Business Loan,Mobile App,Android,31,Male,Tier 2,Salaried,70436.0,7786.0,653.0,30,Verified,584800.0,,18,24.95,,Under Review,0,,,,,0,0,7,9.0,
APP403575,FC01930,2023-09-06,Personal Loan,Mobile App,Android,22,Male,Tier 1,Salaried,63246.0,11706.0,764.0,50,verified,42800.0,42800.0,18,17.74,2726.0,Approved,1,11.6,10.0,0.0,0.0,0,2,12,2.0,
APP406277,FC05384,2024-09-04,Two Wheeler Loan,Mobile App,Android,34,Male,Tier 3,Salaried,51027.0,8626.0,721.0,25,Verified,81700.0,,24,19.13,,Under Review,0,,,,,0,0,5,7.0,
APP406334,FC04057,2024-01-23,Two Wheeler Loan,Referral,iOS,37,Female,Tier 1,Gig Worker,28222.0,732.0,736.0,37,Verified,114000.0,,12,22.64,,Under Review,0,,,,,0,0,7,,
APP405344,FC00350,2024-09-22,Personal Loan,Partner Merchant,Android,27,Female,Tier 1,Salaried,56336.0,1467.0,791.0,35,Verified,288000.0,288000.0,24,20.05,14665.0,Approved,1,21.8,4.0,0.0,0.0,0,2,10,6.0,
APP406649,FC04476,2023-10-04,Buy Now Pay Later,Partner Merchant,Android,24,Female,Tier 2,Salaried,52430.0,7898.0,803.0,56,Verified,8900.0,,6,21.37,,Under Review,0,,,,,0,0,5,6.0,
APP404879,FC04305,15-07-2024,Credit Line,Partner Merchant,Android,38,Male,Tier 1,Self Employed,119366.0,2159.0,749.0,25,Verified,135900.0,86000.0,48,20.14,2623.0,Approved,0,,,,,0,1,1,6.0,
APP401361,FC03426,2024-07-23,Credit Line,Mobile App,Android,34,Female,Tier 2,Salaried,54289.0,12617.0,765.0,30,verified,136700.0,119300.0,18,19.92,7722.0,Approved,1,32.4,13.0,31.0,0.0,0,0,6,10.0,
APP404493,FC05441,2024-01-22,Two Wheeler Loan,Partner Merchant,Android,36,Female,Tier 2,Student,9336.0,76.0,605.0,54,Verified,113900.0,83700.0,12,24.06,7917.0,Approved,1,12.7,11.0,0.0,0.0,0,2,13,,
APP403359,FC04893,2024-11-14,Small Business Loan,Mobile App,Android,28,Male,Tier 1,Self Employed,135571.0,13816.0,679.0,70,Verified,311200.0,311200.0,24,23.53,16381.0,Approved,1,10.4,1.0,0.0,0.0,0,0,9,7.0,
APP403258,FC02949,2023-11-06,Credit Line,Mobile App,Android,44,Male,Tier 2,Self Employed,5000.0,2760.0,759.0,31,Verified,123900.0,,18,19.83,,Under Review,0,,,,,0,2,8,3.0,
APP406644,FC00322,2024-09-06,Two Wheeler Loan,Referral,Android,32,Male,Tier 1,Student,8257.0,10294.0,776.0,18,Verified,84300.0,,12,18.96,,Rejected,0,,,,,0,1,2,7.0,Low credit score
APP404080,FC05478,2024-02-22,Buy Now Pay Later,Website,Android,32,Female,Tier 3,Gig Worker,5000.0,349.0,754.0,42,Verified,6700.0,6300.0,3,21.65,2176.0,Approved,1,3.7,3.0,0.0,0.0,0,0,4,10.0,
APP404439,FC01833,2024-02-18,Two Wheeler Loan,Partner Merchant,Not Captured,33,Male,Tier 2,Salaried,77502.0,751.0,696.0,36,Verified,88300.0,,36,24.9,,Rejected,0,,,,,0,0,7,9.0,High existing obligations
APP406140,FC01042,2024-01-31,Personal Loan,Website,Android,30,Female,Tier 2,Salaried,78525.0,2437.0,765.0,29,Verified,124300.0,,12,18.12,,Under Review,0,,,,,0,1,11,7.0,
APP403431,FC04543,2024-06-03,Personal Loan,Mobile App,iOS,40,Male,Tier 1,Gig Worker,28908.0,10138.0,790.0,34,Verified,191900.0,,36,18.91,,Under Review,0,,,,,0,1,6,4.0,
APP401745,FC03904,2024-07-26,Buy Now Pay Later,Mobile App,Not Captured,18,Male,Tier 3,Self Employed,27019.0,3420.0,668.0,97,Verified,12500.0,,6,25.03,,Rejected,0,,,,,1,2,8,10.0,Low credit score
APP406165,FC00659,2024-03-25,Small Business Loan,Mobile App,iOS,30,Female,Tier 2,Student,21376.0,7949.0,685.0,32,Verified,417200.0,,36,25.01,,Rejected,0,,,,,0,0,13,8.0,KYC mismatch
APP400891,FC02133,2024-09-07,PERSONAL LOAN,Partner Merchant,Android,31,Male,Tier 1,Salaried,8509.0,1150.0,620.0,52,Verified,150900.0,150900.0,12,26.78,14473.0,Approved,0,,,,,0,1,8,3.0,
APP405593,FC01808,2024-05-12,Buy Now Pay Later,Partner Merchant,Android,33,Female,Tier 1,Gig-Worker,22200.0,12253.0,751.0,42,Verified,10500.0,,3,20.51,,Rejected,0,,,,,0,1,8,5.0,High existing obligations
APP400919,FC04693,2023-10-05,Personal Loan,DSA Agent,iOS,29,Male,Tier 2,Student,13851.0,4515.0,591.0,13,Verified,73400.0,,6,25.69,,Rejected,0,,,,,0,1,13,9.0,Low credit score
APP402667,FC03885,2023-09-21,Small Business Loan,Website,iOS,38,Male,Tier 2,Salaried,36887.0,12622.0,782.0,28,Verified,108500.0,75900.0,24,19.88,3859.0,Approved,1,4.9,3.0,0.0,0.0,0,0,4,,
APP405933,FC04072,2024-02-16,BNPL,Mobile App,Android,32,Male,Tier 1,Salaried,45490.0,20193.0,667.0,39,Verified,15200.0,,6,25.8,,Rejected,0,,,,,0,1,4,8.0,Income below threshold
APP403116,FC01933,2024-08-08,Credit Line,Mobile App,Android,29,Male,Tier 1,Self Employed,13121.0,3020.0,674.0,51,VERIFIED,324100.0,,24,25.49,,Rejected,0,,,,,0,0,6,,Low credit score
APP405364,FC00733,27/09/23,Credit Line,Mobile App,Android,48,Female,Tier 3,Gig Worker,29839.0,2404.0,697.0,27,Verified,221600.0,160400.0,12,21.67,14987.0,Approved,1,5.9,12.0,0.0,0.0,0,0,6,6.0,
APP404070,FC04959,29/06/24,Personal Loan,Mobile App,Android,44,Male,Tier 1,Self Employed,26366.0,4408.0,626.0,39,Verified,1000.0,,12,23.05,,Rejected,0,,,,,0,2,6,,High existing obligations
APP405403,FC01482,2024-04-20,Buy Now Pay Later,DSA Agent,Android,33,Female,Tier 2,SALARIED,48766.0,1012.0,724.0,40,Verified,7800.0,6100.0,1,17.23,6188.0,Approved,1,3.3,1.0,0.0,0.0,0,0,6,,
APP401186,FC00620,2023-12-23,Personal Loan,DSA Agent,Android,46,Male,Tier 3,Salaried,79715.0,416.0,769.0,136,Verified,158200.0,145400.0,6,21.67,25788.0,Approved,1,14.5,4.0,0.0,0.0,0,3,6,0.0,
APP405201,FC05772,2024-08-30,Personal Loan,Mobile App,Android,21,Male,Tier 1,Self Employed,94149.0,5119.0,615.0,8,Verified,257400.0,,36,24.78,,Rejected,0,,,,,0,0,7,8.0,Income below threshold
APP406991,FC05655,2024-07-09,Two Wheeler Loan,Mobile App,Android,27,Female,Tier 1,Gig Worker,45116.0,2203.0,665.0,46,Verified,82500.0,,18,23.08,,Rejected,0,,,,,0,0,3,,Thin credit file
APP405748,FC05534,2024-07-30,Personal Loan,DSA Agent,iOS,26,Male,Tier 1,Student,5000.0,1890.0,647.0,31,Verified,369000.0,,24,24.71,,Rejected,0,,,,,0,0,10,10.0,KYC mismatch
APP403843,FC05078,2024-03-15,Credit Line,Referral,Android,43,Female,Tier 1,Self Employed,96633.0,1056.0,,7,Verified,205600.0,,48,19.44,,Under Review,0,,,,,0,1,6,6.0,
APP402167,FC02203,27/10/24,Small Business Loan,Referral,Android,31,Male,Tier 2,Salaried,15079.0,3574.0,651.0,55,Verified,548900.0,,24,27.73,,Rejected,0,,,,,0,1,13,,Low credit score
APP406457,FC05602,01-03-2024,Small Business Loan,Partner Merchant,Android,33,Male,Tier 2,Self Employed,20780.0,2061.0,726.0,5,Verified,197700.0,,36,19.77,,Rejected,0,,,,,0,0,9,5.0,Low credit score
APP403277,FC00855,26-10-2024,Personal Loan,Website,Android,31,Male,Tier 1,Salaried,5000.0,25542.0,592.0,18,Verified,44200.0,,18,28.29,,Rejected,0,,,,,0,0,6,7.0,Low credit score
APP406535,FC05111,2024-10-14,Buy Now Pay Later,Mobile App,Android,28,Male,Tier 2,Salaried,29968.0,4329.0,,59,Pending,10600.0,9200.0,6,18.65,1618.0,Approved,1,13.8,4.0,0.0,0.0,0,0,8,,
APP405048,FC03471,2024-06-04,Buy Now Pay Later,Website,Android,38,Male,Tier 2,Salaried,,18720.0,858.0,68,Verified,4600.0,,1,15.64,,Under Review,0,,,,,0,1,4,6.0,
APP400445,FC02056,2023-09-12,Two Wheeler Loan,Mobile App,Android,26,Male,Tier 1,salaried,65644.0,440.0,683.0,97,Verified,137400.0,136200.0,12,23.81,12866.0,Approved,1,4.4,2.0,103.0,1.0,0,0,5,10.0,
APP405389,FC04465,03-11-2023,Buy Now Pay Later,Partner Merchant,Android,49,Male,Tier 2,Student,7988.0,6645.0,500.0,35,Verified,5200.0,,1,27.59,,Rejected,0,,,,,0,4,6,,Income below threshold
APP401662,FC00150,2024-02-14,Credit Line,Website,Android,24,Female,Tier 3,Salaried,15357.0,9481.0,635.0,31,Verified,281200.0,,6,25.32,,Rejected,0,,,,,0,0,8,,High existing obligations
APP401343,FC00162,2024-09-10,Personal Loan,Mobile App,Android,22,Male,Tier 3,Self Employed,73302.0,2719.0,745.0,50,Verified,333100.0,273900.0,48,25.38,9140.0,Approved,1,19.1,37.0,0.0,0.0,0,0,10,6.0,
APP401655,FC02025,2023-10-23,bnpl,Partner Merchant,Android,46,Male,Tier 2,Salaried,56807.0,25932.0,794.0,18,Verified,10500.0,,3,20.53,,Rejected,0,,,,,0,1,6,7.0,Low credit score
APP405191,FC00819,2024-07-03,Buy Now Pay Later,Mobile App,Android,26,Female,Tier 3,Salaried,58747.0,4367.0,,85,Verified,3800.0,,3,21.57,,Rejected,0,,,,,0,0,10,9.0,KYC mismatch
APP400111,FC00028,19-09-2023,Buy Now Pay Later,Mobile App,Android,32,Male,Tier 1,Salaried,68142.0,6377.0,714.0,56,verified,8200.0,5500.0,6,20.2,971.0,Approved,0,,,,,0,0,10,7.0,
APP403103,FC03089,10/10/23,Credit Line,DSA Agent,Not Captured,18,Male,Tier 1,Gig Worker,26990.0,2397.0,715.0,26,verified,94200.0,83700.0,24,21.48,4321.0,Approved,1,3.0,13.0,0.0,0.0,0,1,2,6.0,
APP400605,FC05200,30/10/23,Personal Loan,Mobile App,Android,20,Male,Tier 2,Student,8206.0,6300.0,707.0,44,Verified,300200.0,207000.0,12,22.86,19460.0,Approved,0,,,,,0,3,2,6.0,
APP403222,FC03135,15/02/24,Buy Now Pay Later,Website,Android,27,Male,Tier 1,Self-Employed,49600.0,2850.0,739.0,24,Verified,6500.0,,3,22.09,,Under Review,0,,,,,0,0,13,7.0,
APP402916,FC01935,2024-09-07,Personal Loan,Mobile App,Android,18,Male,Tier 1,Self Employed,63658.0,14195.0,693.0,41,Verified,17800.0,,48,26.14,,Under Review,0,,,,,0,2,11,5.0,
APP404935,FC03614,2023-12-10,Buy Now Pay Later,Mobile App,Not Captured,35,Female,Tier 1,Self Employed,73213.0,9966.0,727.0,22,Verified,5800.0,4300.0,1,19.88,4371.0,Approved,1,6.8,0.0,0.0,0.0,0,0,5,9.0,
APP405127,FC00476,2024-03-06,Personal Loan,Mobile App,Not Captured,19,Female,Tier 2,Gig Worker,27032.0,999.0,704.0,16,Verified,152200.0,152200.0,48,23.03,4881.0,Approved,1,8.3,29.0,43.0,0.0,0,0,12,8.0,
APP404290,FC03006,2024-04-28,Buy Now Pay Later,Mobile App,Android,32,Female,Tier 2,Salaried,85914.0,3214.0,708.0,24,Verified,11500.0,10600.0,1,23.68,10809.0,Approved,1,8.4,0.0,0.0,0.0,0,2,4,,
