application_id,customer_id,application_date,product_type,acquisition_channel,device_os,customer_age,gender,city_tier,employment_type,monthly_income_inr,existing_emi_inr,credit_score,credit_history_months,kyc_status,requested_amount_inr,approved_amount_inr,tenure_months,interest_rate_pct,emi_amount_inr,application_status,disbursed_flag,disbursal_tat_hours,emis_paid,days_past_due,default_flag,fraud_flag,prev_loans_with_us,app_sessions_last_30d,customer_nps,rejection_reason,dti_ratio
APP400215,FC04259,15/10/24,BNPL,Partner Merchant,Android,35.0,Male,Tier 1,Salaried,97900.0,134.0,724.0,34,Verified,4400.0,4400.0,3,21.51,1520.0,Approved,1,6.6,0.0,0.0,0.0,0,0,13,,,0.0013687436159346
APP402869,FC04554,2024-11-06,Small Business Loan,Website,Android,35.0,Male,Tier 2,Student,6604.0,16758.0,666.0,11,Verified,8900.0,,12,23.32,,Rejected,0,,,,,0,1,4,6.0,Low credit score,2.5375529981829192
APP404329,FC05703,19/11/24,BNPL,Mobile App,Android,26.0,Male,Tier 2,Salaried,80462.0,3113.0,714.0,57,Verified,12100.0,,3,21.63,,Rejected,0,,,,,0,2,10,,KYC mismatch,0.0386890706171857
APP401258,FC00018,2024-10-16,BNPL,Mobile App,Android,46.0,Female,Tier 2,Self Employed,134901.0,4173.0,830.0,51,Verified,5200.0,5100.0,6,20.16,901.0,Approved,1,9.1,5.0,0.0,0.0,0,3,5,7.0,,0.0309337958947672
APP401028,FC01723,21/10/24,BNPL,Mobile App,Android,31.0,Male,Tier 1,Self Employed,24963.0,1418.0,618.0,18,Verified,7100.0,,1,25.33,,Under Review,0,,,,,0,0,7,8.0,,0.0568040700236349
APP404321,FC04315,2023-11-16,Two Wheeler Loan,Mobile App,Android,30.0,Male,Tier 1,Salaried,23186.0,11989.0,603.0,20,Verified,65100.0,,12,24.3,,Rejected,0,,,,,0,3,6,10.0,High existing obligations,0.5170792719744673
APP404840,FC05336,2023-09-23,Personal Loan,Partner Merchant,Android,27.0,Female,Tier 2,Salaried,62049.0,1939.0,860.0,46,Pending,356600.0,335600.0,6,13.99,58238.0,Approved,1,1.7,0.0,0.0,0.0,0,0,5,4.0,,0.0312494963657754
APP403086,FC03414,2024-05-11,Personal Loan,Mobile App,Android,43.0,Male,Tier 3,Salaried,41652.0,6069.0,601.0,54,Verified,152600.0,,6,24.68,,Rejected,0,,,,,0,2,4,4.0,Thin credit file,0.1457072889657159
APP405000,FC05447,2024-05-12,Personal Loan,Mobile App,Android,37.0,Male,Tier 2,Self Employed,5000.0,12768.0,554.0,39,Verified,167200.0,,12,29.41,,Rejected,0,,,,,0,1,13,4.0,Low credit score,2.5536
APP406259,FC03570,2023-10-26,Small Business Loan,Partner Merchant,Android,34.0,Male,Tier 1,Salaried,57510.0,329.0,661.0,58,Verified,372700.0,,48,22.93,,Under Review,0,,,,,0,1,3,10.0,,0.0057207442183968
APP405401,FC01797,10/01/24,Small Business Loan,Referral,Android,,Male,Tier 1,Salaried,44552.0,3679.0,816.0,6,Verified,52400.0,50300.0,6,19.53,8867.0,Approved,1,3.2,3.0,0.0,0.0,0,0,4,6.0,,0.08257766205782
APP404459,FC00788,2024-01-02,Personal Loan,Mobile App,Android,41.0,Male,Tier 2,Salaried,51117.0,4334.0,614.0,35,Verified,285900.0,,24,24.14,,Rejected,0,,,,,0,1,7,8.0,Thin credit file,0.0847858833656122
APP400273,FC04647,2024-07-01,Small Business Loan,Referral,Not Captured,34.0,Male,Tier 3,Self Employed,64257.0,2729.0,662.0,12,Verified,249400.0,,36,23.02,,Under Review,0,,,,,0,1,9,7.0,,0.0424700810806604
APP405744,FC00817,2024-11-02,Two Wheeler Loan,Mobile App,Android,24.0,Female,Tier 1,Salaried,66676.0,16940.0,779.0,39,Verified,68900.0,57000.0,24,21.57,2945.0,Approved,1,4.5,23.0,0.0,0.0,0,0,5,,,0.2540644309796628
APP405089,FC05186,2024-01-05,Personal Loan,DSA Agent,Android,39.0,Female,Tier 1,Self Employed,76819.0,10432.0,706.0,13,Pending,121900.0,,12,23.48,,Under Review,0,,,,,0,1,11,,,0.1357997370442208
APP401360,FC03413,2024-05-18,Personal Loan,Website,iOS,40.0,Male,Tier 1,Salaried,71538.0,13599.0,600.0,42,Verified,92100.0,,18,25.2,,Under Review,0,,,,,0,0,7,6.0,,0.1900947748049987
APP402408,FC03481,2023-12-04,Personal Loan,Website,Android,37.0,Male,Tier 1,Salaried,35028.0,5281.0,701.0,53,Verified,218100.0,,24,19.78,,Rejected,0,,,,,0,0,10,6.0,Income below threshold,0.1507651022039511
APP400617,FC01881,2024-01-19,Small Business Loan,Mobile App,Android,32.0,Male,Tier 1,Salaried,62866.0,8098.0,,25,Verified,512400.0,,18,25.35,,Rejected,0,,,,,0,3,7,6.0,Thin credit file,0.1288136671650812
APP401116,FC04515,2023-12-06,Two Wheeler Loan,DSA Agent,Android,28.0,Female,Tier 3,Gig Worker,13481.0,527.0,746.0,45,Verified,106100.0,106100.0,12,22.48,9955.0,Approved,1,11.5,1.0,0.0,0.0,0,0,8,5.0,,0.0390920554854981
APP401804,FC04062,2024-09-22,BNPL,Website,Android,30.0,Female,Tier 2,Salaried,36141.0,4131.0,708.0,28,Verified,4600.0,3900.0,3,21.65,1347.0,Approved,1,3.3,0.0,0.0,0.0,0,0,6,9.0,,0.114302315929277
APP400140,FC01438,2024-08-12,Personal Loan,Website,Android,26.0,Female,Tier 3,Salaried,62189.0,13240.0,608.0,10,Verified,157000.0,,36,28.1,,Rejected,0,,,,,0,0,7,,Low credit score,0.2128993873514608
APP402550,FC02221,2023-11-29,Personal Loan,Website,Android,36.0,Female,Tier 1,Salaried,30972.0,2886.0,810.0,34,Verified,126700.0,126700.0,36,18.15,4590.0,Approved,0,,,,,0,0,7,3.0,,0.0931809376210771
APP405254,FC03829,19-11-2024,BNPL,DSA Agent,iOS,32.0,Female,Tier 2,Salaried,71585.0,9627.0,576.0,13,Verified,1500.0,,3,28.89,,Under Review,0,,,,,0,0,12,,,0.134483481176224
APP400977,FC02467,2024-10-14,Personal Loan,DSA Agent,iOS,39.0,Female,Tier 1,Salaried,60810.0,323.0,806.0,64,Verified,126100.0,93000.0,6,18.41,16343.0,Approved,1,18.8,2.0,0.0,0.0,0,0,6,5.0,,0.0053116263772405
APP401510,FC02060,2024-03-07,BNPL,Mobile App,Android,35.0,Male,Tier 3,Salaried,70680.0,2742.0,632.0,28,Verified,9900.0,,3,26.06,,Rejected,0,,,,,0,1,11,6.0,Low credit score,0.0387945670628183
APP405414,FC03350,2024-07-27,Small Business Loan,Mobile App,Android,41.0,Male,Tier 1,Salaried,39106.0,10414.0,,50,Verified,566200.0,493500.0,12,19.24,45536.0,Approved,1,9.7,12.0,5.0,0.0,0,0,5,8.0,,0.2663018462640004
APP405117,FC01344,2024-06-02,BNPL,Partner Merchant,iOS,34.0,Male,Tier 2,Self Employed,63555.0,33006.0,665.0,36,Verified,9300.0,,3,26.13,,Rejected,0,,,,,1,2,6,7.0,Low credit score,0.5193297144205806
APP401335,FC05591,2023-12-26,Credit Line,Website,Android,35.0,Male,Tier 2,Salaried,44434.0,3104.0,627.0,31,Verified,45800.0,,6,24.25,,Rejected,0,,,,,0,2,5,8.0,Thin credit file,0.0698564162578205
APP402111,FC04548,2024-03-16,Personal Loan,Mobile App,Android,45.0,Male,Tier 1,Self Employed,154658.0,263.0,,35,Verified,94300.0,,48,24.18,,Under Review,0,,,,,0,1,3,5.0,,0.0017005263225956
APP403075,FC02319,04/08/24,BNPL,Partner Merchant,iOS,26.0,Male,Tier 1,Salaried,55837.0,2527.0,,25,Verified,8700.0,7700.0,3,14.9,2631.0,Approved,1,19.8,0.0,0.0,0.0,0,0,9,5.0,,0.0452567294088149
APP401550,FC03270,2024-07-20,Small Business Loan,Mobile App,iOS,28.0,Male,Tier 1,Gig Worker,43311.0,513.0,783.0,9,Verified,599600.0,383000.0,18,19.69,24747.0,Approved,1,8.1,16.0,0.0,0.0,0,0,10,,,0.0118445660455773
APP402017,FC05122,2023-10-06,BNPL,Website,Android,38.0,Male,Tier 1,Self Employed,49912.0,275.0,833.0,24,Verified,4600.0,3400.0,1,16.25,3446.0,Approved,1,10.5,1.0,0.0,0.0,0,3,6,,,0.0055096970668376
APP401629,FC02086,2024-04-19,BNPL,Mobile App,iOS,35.0,Male,Tier 2,Salaried,41413.0,1457.0,841.0,13,Verified,1100.0,900.0,3,13.83,307.0,Approved,0,,,,,0,1,4,,,0.0351821891676526
APP400637,FC04791,03/11/23,Two Wheeler Loan,Mobile App,Android,25.0,Male,Tier 1,Gig Worker,38847.0,607.0,600.0,51,Verified,74100.0,,12,26.34,,Rejected,0,,,,,0,1,3,,High existing obligations,0.0156254022189615
APP401495,FC05086,2024-11-05,Two Wheeler Loan,Mobile App,Android,44.0,Male,Tier 2,Salaried,44628.0,793.0,769.0,44,Verified,79300.0,,12,17.84,,Rejected,0,,,,,0,0,7,6.0,KYC mismatch,0.0177691135609931
APP401756,FC01222,29-03-2024,Credit Line,Mobile App,Android,43.0,Male,Tier 3,Self Employed,22039.0,9470.0,672.0,30,Failed,122800.0,,12,26.38,,Rejected,0,,,,,0,0,3,,Thin credit file,0.4296928172784609
APP401243,FC04887,26-01-2024,Small Business Loan,Mobile App,Android,41.0,Male,Tier 1,Self Employed,62007.0,6361.0,545.0,16,Verified,620600.0,,12,27.42,,Rejected,0,,,,,0,1,6,8.0,KYC mismatch,0.1025851919944522
APP405889,FC02920,2024-10-09,Credit Line,Referral,Android,25.0,Male,Tier 1,Self Employed,79134.0,15063.0,700.0,26,Verified,191300.0,158500.0,12,19.96,14680.0,Approved,1,24.4,4.0,0.0,0.0,0,1,4,,,0.1903480172871332
APP403511,FC05769,2023-11-08,Small Business Loan,Partner Merchant,Android,35.0,Male,Tier 1,Self Employed,31883.0,5220.0,608.0,33,Verified,213900.0,,12,25.19,,Under Review,0,,,,,0,1,8,,,0.163723614465389
APP400638,FC02427,2023-11-04,BNPL,Website,Android,37.0,Female,Tier 1,Self Employed,5000.0,5627.0,627.0,43,Verified,8300.0,,6,27.58,,Rejected,0,,,,,0,2,2,7.0,High existing obligations,1.1254
APP405246,FC03500,2023-10-22,BNPL,DSA Agent,Android,37.0,Female,Tier 2,Salaried,48919.0,11481.0,773.0,75,Verified,6200.0,,3,19.04,,Under Review,0,,,,,0,0,4,,,0.2346940861423986
APP400695,FC05160,2023-10-06,BNPL,Mobile App,Android,31.0,Male,Tier 2,Salaried,83171.0,13539.0,647.0,48,Verified,6700.0,5400.0,1,26.4,5519.0,Approved,1,13.7,1.0,58.0,0.0,0,0,8,,,0.1627851053852905
APP402276,FC02416,2023-10-23,Two Wheeler Loan,DSA Agent,Android,18.0,Male,Tier 1,Self Employed,84950.0,19113.0,738.0,32,Verified,102600.0,,48,18.97,,Rejected,0,,,,,0,0,4,6.0,Low credit score,0.2249911712772219
APP401752,FC01742,2024-01-01,Small Business Loan,Referral,Android,43.0,Male,Tier 2,Salaried,29209.0,9779.0,652.0,29,Verified,84800.0,,36,24.99,,Rejected,0,,,,,0,1,6,7.0,Low credit score,0.3347940703207915
APP401526,FC05146,2024-09-15,Personal Loan,Website,iOS,35.0,Male,Tier 2,Self Employed,71304.0,3538.0,798.0,31,Verified,280800.0,251400.0,6,19.05,44259.0,Approved,0,,,,,0,0,13,6.0,,0.0496185347245596
APP405025,FC00354,15-04-2024,Credit Line,Partner Merchant,Android,40.0,Female,Tier 3,Gig Worker,36476.0,2422.0,626.0,62,Verified,1000.0,,48,23.02,,Rejected,0,,,,,0,1,6,4.0,High existing obligations,0.0663998245421647
APP404141,FC01562,2024-06-26,BNPL,Mobile App,iOS,21.0,Male,Tier 1,Student,13008.0,2683.0,797.0,20,Verified,9600.0,8200.0,1,20.1,8337.0,Approved,1,1.6,0.0,0.0,0.0,0,0,6,7.0,,0.2062576875768757
APP405248,FC03754,07-06-2024,Personal Loan,Website,Android,28.0,Female,Tier 2,Student,8645.0,21578.0,685.0,14,Verified,162800.0,,6,23.55,,Rejected,0,,,,,0,0,4,2.0,High existing obligations,2.49600925390399
APP403325,FC00390,2024-07-12,Small Business Loan,Website,iOS,19.0,Male,Tier 1,Salaried,54655.0,6338.0,735.0,43,Verified,568600.0,466300.0,6,20.83,82506.0,Approved,1,6.6,3.0,0.0,0.0,1,0,6,,,0.1159637727563809
APP405454,FC00606,2024-10-28,Personal Loan,Mobile App,Android,33.0,Male,Tier 3,Salaried,74963.0,6326.0,682.0,95,Verified,186500.0,,48,21.42,,Rejected,0,,,,,0,0,8,7.0,Income below threshold,0.0843882982271253
APP404087,FC00425,2023-12-02,Credit Line,Mobile App,iOS,25.0,Female,Tier 1,Gig Worker,,9197.0,815.0,67,Verified,160500.0,118200.0,36,13.5,4011.0,Approved,1,21.6,35.0,0.0,0.0,0,0,7,7.0,,
APP406052,FC05590,29-09-2023,BNPL,Partner Merchant,Android,45.0,Male,Tier 2,Salaried,32662.0,4365.0,732.0,22,Verified,3800.0,,1,21.09,,Under Review,0,,,,,0,1,6,,,0.133641540628253
APP402071,FC05361,2024-02-24,Personal Loan,Website,iOS,26.0,Female,Tier 2,Self Employed,80981.0,4019.0,750.0,63,Verified,151700.0,144200.0,24,19.23,7285.0,Approved,1,7.7,20.0,0.0,0.0,0,0,7,4.0,,0.0496289253034662
APP405400,FC02978,2023-12-12,BNPL,DSA Agent,Android,47.0,Female,Tier 3,Salaried,25380.0,8080.0,724.0,70,Failed,9100.0,6200.0,6,20.89,1097.0,Approved,1,8.6,4.0,0.0,0.0,0,2,5,8.0,,0.3183609141055949
APP406468,FC04682,2024-05-17,BNPL,Mobile App,iOS,37.0,Male,Tier 1,Salaried,44212.0,4990.0,669.0,84,Pending,1000.0,,1,21.85,,Rejected,0,,,,,0,0,14,6.0,Income below threshold,0.1128652854428661
APP401060,FC01784,20/07/24,Credit Line,Referral,Android,21.0,Male,Tier 1,Salaried,65844.0,4884.0,703.0,35,Failed,6100.0,6100.0,48,20.72,182.0,Approved,1,11.2,17.0,0.0,0.0,0,1,5,9.0,,0.0741753234918899
APP403644,FC03045,2023-11-21,Credit Line,Partner Merchant,iOS,27.0,Male,Tier 1,Salaried,49565.0,1069.0,650.0,12,Verified,206600.0,153800.0,36,24.07,6040.0,Approved,1,5.1,19.0,0.0,0.0,0,0,5,6.0,,0.0215676384545546
APP402072,FC02729,2024-05-06,Two Wheeler Loan,Referral,Android,25.0,Female,Tier 2,Self Employed,5000.0,5474.0,801.0,55,Verified,79700.0,,12,16.85,,Rejected,0,,,,,0,0,9,,Thin credit file,1.0948
APP404093,FC03124,2024-06-04,BNPL,Mobile App,Android,39.0,Male,Tier 2,Salaried,74191.0,16075.0,665.0,53,Pending,6100.0,,6,21.7,,Rejected,0,,,,,0,0,11,6.0,KYC mismatch,0.2166704856384197
APP403404,FC03577,2023-12-27,Two Wheeler Loan,Website,Android,31.0,Male,Tier 1,Salaried,,21430.0,724.0,27,Verified,92500.0,63900.0,36,24.08,2510.0,Approved,1,2.3,17.0,0.0,0.0,0,1,7,7.0,,
APP403424,FC03239,2024-09-18,Two Wheeler Loan,Partner Merchant,Android,,Male,Tier 3,Gig Worker,26778.0,14099.0,707.0,41,Verified,88000.0,,48,21.96,,Rejected,0,,,,,0,0,9,5.0,Low credit score,0.526514302785869
APP404481,FC05025,2023-09-02,Personal Loan,Partner Merchant,Not Captured,18.0,Male,Tier 1,Salaried,47238.0,11602.0,748.0,26,Pending,27500.0,,24,19.11,,Rejected,0,,,,,1,1,8,,High existing obligations,0.2456073500148185
APP401531,FC02280,2024-03-22,Small Business Loan,Website,Android,29.0,Female,Tier 2,Self Employed,24979.0,5690.0,669.0,52,Verified,477500.0,,18,25.29,,Rejected,0,,,,,0,0,3,9.0,KYC mismatch,0.2277913447295728
APP402089,FC01621,2024-04-24,Credit Line,DSA Agent,Android,43.0,Female,Tier 1,Gig Worker,25176.0,5117.0,748.0,60,Verified,85800.0,50900.0,48,22.83,1627.0,Approved,1,15.0,24.0,0.0,0.0,0,1,6,,,0.2032491261518907
APP404787,FC05662,2024-03-30,BNPL,DSA Agent,Not Captured,35.0,Male,Tier 1,Gig Worker,53439.0,3453.0,795.0,57,Verified,3100.0,1700.0,6,21.22,301.0,Approved,1,6.9,3.0,0.0,0.0,0,4,7,7.0,,0.0646157300847695
APP406643,FC00687,2024-08-11,Personal Loan,Partner Merchant,Android,28.0,Male,Tier 3,Self Employed,53233.0,5756.0,810.0,33,Verified,76600.0,,48,19.82,,Under Review,0,,,,,0,2,10,9.0,,0.108128416583698
APP406064,FC01223,2024-02-26,BNPL,Mobile App,Android,43.0,Female,Tier 3,Salaried,59394.0,5323.0,638.0,11,Failed,2200.0,,1,25.88,,Rejected,0,,,,,0,1,7,7.0,KYC mismatch,0.0896218473246455
APP402512,FC04623,2024-10-19,BNPL,Partner Merchant,iOS,26.0,Male,Tier 3,Salaried,61358.0,310.0,613.0,78,Failed,3400.0,,1,25.73,,Under Review,0,,,,,0,1,9,,,0.0050523159164249
APP402033,FC01760,2024-02-12,BNPL,Mobile App,Android,28.0,Female,Tier 1,Salaried,75849.0,95.0,776.0,37,Verified,5800.0,5700.0,1,17.68,5784.0,Approved,1,4.5,1.0,0.0,0.0,0,0,7,,,0.0012524884968819
APP406939,FC01459,2024-03-10,Credit Line,Website,iOS,27.0,Male,Tier 2,Gig Worker,24814.0,4208.0,900.0,37,Verified,335200.0,335200.0,24,13.04,15942.0,Approved,1,8.2,13.0,0.0,0.0,0,0,7,,,0.1695816877569114
APP402557,FC04926,2024-10-06,Credit Line,Referral,Android,36.0,Male,Tier 1,Salaried,40325.0,1966.0,540.0,77,Verified,85900.0,,12,30.4,,Under Review,0,,,,,0,1,3,,,0.0487538747675139
APP402487,FC05615,03/03/24,Credit Line,Mobile App,Android,26.0,Female,Tier 1,Gig Worker,11925.0,16753.0,643.0,40,Verified,321700.0,,24,25.9,,Rejected,0,,,,,0,0,6,6.0,Low credit score,1.4048637316561845
APP405294,FC02034,2024-04-02,Two Wheeler Loan,DSA Agent,iOS,33.0,Male,Tier 1,Gig Worker,34975.0,213.0,687.0,82,Verified,79300.0,,24,24.93,,Under Review,0,,,,,0,1,9,5.0,,0.0060900643316654
APP401304,FC04743,2024-11-21,Personal Loan,Mobile App,Android,25.0,Male,Tier 1,Gig Worker,28295.0,1909.0,662.0,43,Verified,217200.0,,48,25.18,,Rejected,0,,,,,0,1,7,,KYC mismatch,0.0674677504859515
APP404006,FC02645,2024-08-09,Credit Line,Website,iOS,18.0,Male,Tier 1,Salaried,57159.0,2387.0,774.0,103,Pending,301600.0,204500.0,36,19.07,7503.0,Approved,0,,,,,0,2,3,9.0,,0.041760702601515
APP402485,FC04933,2023-11-28,Credit Line,Mobile App,Android,23.0,Female,Tier 1,Salaried,18368.0,8650.0,775.0,36,Verified,197400.0,84000.0,18,21.16,5487.0,Approved,1,15.7,9.0,0.0,0.0,0,0,11,,,0.470927700348432
APP406812,FC02072,2024-09-07,BNPL,Website,Android,29.0,Male,Tier 1,Salaried,5000.0,463.0,560.0,27,Verified,2900.0,,1,25.53,,Under Review,0,,,,,0,1,9,10.0,,0.0926
APP406320,FC01924,2024-08-01,Credit Line,Partner Merchant,Android,31.0,Male,Tier 3,Self Employed,46248.0,5599.0,737.0,64,Pending,283600.0,283600.0,6,21.29,50245.0,Approved,0,,,,,0,1,4,5.0,,0.1210646946895
APP403827,FC00051,2023-10-29,BNPL,Mobile App,Android,28.0,Male,Tier 1,Salaried,48634.0,6405.0,743.0,9,Verified,6600.0,5600.0,1,21.78,5702.0,Approved,1,6.1,0.0,0.0,0.0,0,0,8,,,0.1316979890611506
APP403689,FC00515,2024-02-19,Two Wheeler Loan,Website,iOS,36.0,Female,Tier 3,Salaried,12524.0,6885.0,,36,Verified,113600.0,113600.0,18,20.56,7388.0,Approved,1,2.8,18.0,0.0,0.0,0,1,5,8.0,,0.54974449057809
APP406915,FC05493,2024-11-22,Two Wheeler Loan,Website,Android,37.0,Female,Tier 1,Salaried,8566.0,7807.0,687.0,21,Pending,81400.0,,18,22.0,,Rejected,0,,,,,0,0,8,4.0,KYC mismatch,0.9113938827924352
APP404399,FC02185,2024-03-13,Small Business Loan,Mobile App,Android,34.0,Male,Tier 2,Salaried,53659.0,13363.0,645.0,40,Verified,409000.0,,12,26.92,,Rejected,0,,,,,0,0,9,10.0,Income below threshold,0.2490355765109301
APP404744,FC03379,2024-03-28,BNPL,Mobile App,Android,27.0,Female,Tier 1,Salaried,28281.0,1725.0,645.0,29,Verified,1000.0,1000.0,3,24.21,347.0,Approved,1,50.5,0.0,0.0,0.0,0,0,9,9.0,,0.0609950143205685
APP405529,FC00035,25-08-2024,Small Business Loan,Partner Merchant,Android,23.0,Male,Tier 2,Salaried,88091.0,5294.0,773.0,14,Verified,326900.0,,24,18.38,,Under Review,0,,,,,0,1,2,10.0,,0.0600969452043909
APP404872,FC04518,03/11/23,Credit Line,Mobile App,Android,39.0,Female,Tier 3,Gig Worker,43077.0,13106.0,780.0,28,Verified,1000.0,800.0,6,19.42,141.0,Approved,1,14.8,5.0,0.0,0.0,0,0,6,7.0,,0.3042458852752048
APP403620,FC00055,13-12-2023,Two Wheeler Loan,Mobile App,Android,31.0,Male,Tier 3,Salaried,12999.0,461.0,820.0,30,Verified,91300.0,75700.0,12,17.22,6912.0,Approved,1,6.7,2.0,0.0,0.0,0,0,11,2.0,,0.035464266482037
APP404370,FC05464,2024-04-30,BNPL,Mobile App,Android,29.0,Male,Tier 2,Self Employed,47123.0,10.0,693.0,20,Verified,7000.0,6700.0,6,22.97,1193.0,Approved,1,14.7,5.0,0.0,0.0,0,1,4,,,0.0002122105977972
APP404757,FC01499,2024-04-24,BNPL,DSA Agent,iOS,43.0,Female,Tier 2,Salaried,117268.0,6003.0,852.0,26,Verified,10800.0,10800.0,6,16.95,1890.0,Approved,1,14.9,3.0,0.0,0.0,0,0,5,7.0,,0.0511904355834498
APP400786,FC02848,2024-04-23,Personal Loan,Referral,Android,29.0,Male,Tier 1,Student,17320.0,3757.0,690.0,47,Verified,183600.0,136300.0,18,22.73,9007.0,Approved,1,15.2,0.0,0.0,0.0,0,0,4,,,0.2169168591224018
APP401187,FC01110,28/09/23,BNPL,Website,Android,33.0,Male,Tier 1,Salaried,46793.0,3181.0,769.0,22,Pending,9100.0,7100.0,1,21.6,7228.0,Approved,1,3.0,0.0,0.0,0.0,0,2,8,7.0,,0.0679802534567136
APP402516,FC00855,2023-11-20,BNPL,Mobile App,Android,23.0,Male,Tier 3,Salaried,23672.0,3444.0,791.0,35,Verified,4600.0,3500.0,6,17.07,613.0,Approved,1,0.4,4.0,0.0,0.0,0,0,5,,,0.1454883406556269
APP400874,FC04542,2023-11-11,Personal Loan,Mobile App,Android,27.0,Male,Tier 1,Gig Worker,50784.0,1142.0,727.0,98,Verified,301700.0,,18,19.09,,Rejected,0,,,,,0,0,4,4.0,KYC mismatch,0.022487397605545
APP405963,FC05702,2024-04-15,Personal Loan,Mobile App,Android,49.0,Male,Tier 3,Self Employed,98123.0,68.0,693.0,49,Verified,33000.0,28300.0,6,25.31,5071.0,Approved,1,6.3,0.0,0.0,0.0,0,0,4,5.0,,0.000693007755572
APP402541,FC01731,08/09/23,BNPL,Partner Merchant,Android,21.0,Female,Tier 1,Gig Worker,32425.0,3288.0,599.0,32,Verified,7400.0,,6,24.45,,Rejected,0,,,,,0,0,2,8.0,Income below threshold,0.1014032382420971
APP405261,FC02911,2024-02-19,BNPL,Mobile App,Android,32.0,Male,Tier 1,Salaried,54236.0,4767.0,670.0,25,Pending,1700.0,,3,25.96,,Rejected,0,,,,,0,0,8,,KYC mismatch,0.0878936499741868
APP400994,FC00695,2024-04-18,Credit Line,Mobile App,iOS,18.0,Male,Tier 1,Salaried,10961.0,8282.0,664.0,31,Verified,179400.0,,18,27.17,,Rejected,0,,,,,0,0,7,6.0,Low credit score,0.7555879937961865
APP402696,FC02183,2024-11-13,Small Business Loan,Website,iOS,32.0,Female,Tier 1,Salaried,90119.0,1963.0,808.0,14,Verified,649400.0,649400.0,12,17.69,59441.0,Approved,1,6.2,4.0,0.0,0.0,0,0,2,8.0,,0.0217823100567028
APP405771,FC03558,2023-09-11,Credit Line,Mobile App,Android,30.0,Male,Tier 1,Salaried,63049.0,11317.0,714.0,45,Verified,221700.0,,48,22.77,,Rejected,0,,,,,0,1,7,,Income below threshold,0.1794953131691224
APP404510,FC02322,2023-12-06,Credit Line,Website,Android,21.0,Male,Tier 3,Student,8533.0,3988.0,733.0,19,Verified,148600.0,,24,21.0,,Rejected,0,,,,,0,0,2,5.0,Thin credit file,0.4673620063283722
APP404980,FC00886,2024-10-19,Small Business Loan,Partner Merchant,Android,25.0,Female,Tier 3,Salaried,83711.0,2037.0,707.0,104,Verified,223700.0,209700.0,18,20.48,13629.0,Approved,1,10.0,9.0,0.0,0.0,0,1,12,5.0,,0.0243337195828505
APP401397,FC01197,2024-05-26,BNPL,DSA Agent,Android,37.0,Male,Tier 1,Self Employed,82079.0,8018.0,713.0,76,Verified,11800.0,,6,19.49,,Under Review,0,,,,,0,1,2,,,0.0976863753213367
APP404101,FC01104,2024-02-17,Small Business Loan,Partner Merchant,Android,30.0,Male,Tier 2,Salaried,10789.0,1694.0,624.0,20,Verified,507200.0,,48,27.64,,Rejected,0,,,,,0,1,8,,Income below threshold,0.1570117712484938
APP406418,FC02117,2023-12-24,BNPL,DSA Agent,Android,29.0,Male,Tier 1,Self Employed,49811.0,3648.0,702.0,45,Pending,2700.0,,6,25.17,,Under Review,0,,,,,0,1,10,4.0,,0.0732368352371966
APP406323,FC02422,2023-11-29,Small Business Loan,DSA Agent,Android,43.0,Male,Tier 2,Salaried,49083.0,512.0,802.0,54,Verified,388600.0,323200.0,18,16.49,20390.0,Approved,0,,,,,0,0,7,8.0,,0.010431310229611
APP400899,FC00108,28/09/23,Credit Line,Website,Android,32.0,Male,Tier 1,Salaried,48303.0,5521.0,479.0,18,Verified,130900.0,124000.0,6,28.78,22436.0,Approved,1,13.1,2.0,5.0,0.0,0,1,6,10.0,,0.1142993188828851
APP401766,FC02951,10/12/23,Personal Loan,DSA Agent,Android,42.0,Male,Tier 1,Gig Worker,14969.0,3047.0,668.0,53,Verified,143100.0,106300.0,6,21.17,18827.0,Approved,1,39.5,3.0,0.0,0.0,0,1,12,10.0,,0.2035540116240229
APP405821,FC03570,21-02-2024,Small Business Loan,Mobile App,Android,28.0,Female,Tier 1,Self Employed,5000.0,10265.0,691.0,91,Verified,237700.0,,18,22.8,,Rejected,0,,,,,0,0,6,4.0,High existing obligations,2.053
APP400748,FC00683,31-01-2024,Personal Loan,Mobile App,Android,18.0,Female,Tier 1,Salaried,107830.0,5622.0,735.0,75,Verified,155000.0,,36,21.09,,Rejected,0,,,,,0,0,5,,Low credit score,0.0521376240378373
APP405114,FC02722,2024-06-25,BNPL,Mobile App,Android,30.0,Female,Tier 2,Student,8397.0,12526.0,595.0,28,Verified,4600.0,,6,25.14,,Rejected,0,,,,,0,2,4,8.0,KYC mismatch,1.491723234488508
APP404819,FC02998,2024-07-13,Credit Line,Mobile App,Android,31.0,Male,Tier 1,Gig Worker,41033.0,1897.0,732.0,74,Verified,55600.0,39300.0,36,26.19,1587.0,Approved,0,,,,,0,3,6,,,0.0462310822996125
APP404392,FC00458,2024-01-15,Personal Loan,Mobile App,Android,41.0,Male,Tier 2,Gig Worker,37124.0,1411.0,729.0,33,Verified,77500.0,62300.0,18,20.88,4061.0,Approved,1,11.3,11.0,0.0,0.0,0,4,7,7.0,,0.0380077577847214
